year,month,quarter,state,brand,body_type,fuel_type,sale_price
2019,8,3,QLD,Mazda,Ute,Petrol,34100.0
2023,6,2,VIC,Mazda,Hatchback,Petrol,35200.0
2023,11,4,VIC,Mazda,Ute,Electric,62400.0
2023,3,1,VIC,Tesla,SUV,Electric,164700.0
2024,4,2,QLD,Toyota,Van,Petrol,43900.0
2021,2,1,NSW,BYD,Wagon,Electric,95300.0
2021,1,1,QLD,Tesla,Sedan,Electric,119400.0
2024,8,3,WA,Mazda,Sedan,Petrol,39400.0
2020,1,1,NSW,Mazda,Ute,Diesel,41400.0
2024,11,4,NSW,Mitsubishi,Ute,Hybrid,61300.0
2019,1,1,QLD,BYD,Van,Electric,89400.0
2024,4,2,VIC,Nissan,SUV,Hybrid,54700.0
2019,10,4,VIC,Isuzu,Sedan,Hybrid,68500.0
2024,12,4,NSW,Nissan,Ute,Hybrid,49500.0
2022,10,4,VIC,Kia,Hatchback,Petrol,29700.0
2024,6,2,NSW,Nissan,Hatchback,Hybrid,38400.0
2019,9,3,VIC,Isuzu,Wagon,Petrol,59700.0
2022,1,1,QLD,Nissan,Sedan,Petrol,33900.0
2024,7,3,NSW,Toyota,Hatchback,Petrol,38300.0
2022,10,4,VIC,Nissan,Sedan,Petrol,34100.0
2023,11,4,TAS,Ford,Sedan,Petrol,45500.0
2023,5,2,QLD,BYD,SUV,Electric,100700.0
2022,12,4,WA,Toyota,Hatchback,Petrol,34800.0
2023,8,3,VIC,Hyundai,Wagon,Petrol,35900.0
2023,7,3,QLD,Mazda,SUV,Electric,64000.0
2024,4,2,NSW,Mazda,SUV,Electric,73600.0
2019,4,2,NSW,Toyota,Hatchback,Diesel,36500.0
2021,6,2,NSW,Isuzu,Sedan,Diesel,71500.0
2024,6,2,VIC,Toyota,Van,Petrol,47100.0
2024,9,3,WA,Hyundai,SUV,Electric,62100.0
2022,12,4,VIC,Toyota,SUV,Diesel,52600.0
2023,5,2,QLD,Mitsubishi,Sedan,Petrol,36300.0
2021,8,3,QLD,Mazda,SUV,Petrol,42000.0
2020,5,2,VIC,Mazda,SUV,Petrol,40100.0
2022,2,1,VIC,Ford,SUV,Petrol,58900.0
2021,6,2,VIC,Mitsubishi,SUV,Petrol,48800.0
2023,9,3,VIC,Toyota,SUV,Petrol,51300.0
2019,3,1,NSW,Toyota,Van,Petrol,42500.0
2024,1,1,TAS,Mazda,SUV,Petrol,39400.0
2024,1,1,NSW,Nissan,Sedan,Electric,62200.0
2023,3,1,NSW,Hyundai,Hatchback,Petrol,31300.0
2022,10,4,WA,Mitsubishi,Ute,Petrol,45200.0
2021,5,2,NSW,Mazda,Sedan,Diesel,39600.0
2024,3,1,QLD,Ford,Ute,Hybrid,69500.0
2023,9,3,VIC,Toyota,Hatchback,Petrol,39000.0
2020,8,3,VIC,Toyota,Hatchback,Hybrid,41800.0
2024,3,1,NSW,Ford,Ute,Petrol,59000.0
2024,9,3,VIC,Hyundai,Hatchback,Petrol,30300.0
2024,6,2,VIC,Toyota,Sedan,Petrol,41000.0
2023,7,3,QLD,Tesla,SUV,Electric,160400.0
2023,4,2,VIC,Nissan,Hatchback,Diesel,33200.0
2022,4,2,SA,Hyundai,Sedan,Petrol,31000.0
2024,12,4,NSW,Mitsubishi,Hatchback,Hybrid,44600.0
2024,2,1,VIC,Nissan,SUV,Petrol,42800.0
2019,5,2,VIC,Isuzu,SUV,Diesel,77300.0
2019,8,3,SA,Ford,Van,Petrol,48800.0
2021,7,3,NSW,Tesla,SUV,Electric,155300.0
2024,7,3,VIC,Toyota,Van,Diesel,50000.0
2024,6,2,WA,Kia,Van,Diesel,40200.0
2020,3,1,NSW,Mazda,Hatchback,Diesel,33100.0
2023,5,2,WA,Toyota,Sedan,Petrol,40300.0
2021,1,1,NSW,Ford,Ute,Diesel,56000.0
2024,7,3,QLD,Toyota,Hatchback,Hybrid,42000.0
2024,9,3,SA,Tesla,Ute,Electric,144800.0
2024,1,1,QLD,Ford,Ute,Petrol,53800.0
2022,2,1,VIC,Kia,Wagon,Electric,50000.0
2022,3,1,NSW,Toyota,Ute,Hybrid,60900.0
2021,3,1,SA,Toyota,Wagon,Petrol,38100.0
2019,8,3,VIC,Kia,SUV,Petrol,37300.0
2024,7,3,NSW,Nissan,SUV,Diesel,49700.0
2024,6,2,QLD,Toyota,Sedan,Petrol,39100.0
2024,10,4,VIC,Mazda,SUV,Petrol,48000.0
2024,10,4,NSW,Nissan,Ute,Petrol,41200.0
2022,11,4,NSW,Toyota,SUV,Hybrid,61300.0
2023,4,2,NSW,Nissan,Wagon,Petrol,37600.0
2024,9,3,VIC,Kia,SUV,Hybrid,49900.0
2024,1,1,QLD,Ford,Sedan,Petrol,48400.0
2020,11,4,VIC,Hyundai,SUV,Petrol,35500.0
2022,2,1,WA,Mazda,Sedan,Hybrid,41700.0
2020,4,2,WA,Hyundai,SUV,Diesel,42000.0
2024,3,1,QLD,Nissan,SUV,Petrol,40100.0
2023,1,1,NSW,Tesla,Ute,Electric,148500.0
2020,5,2,QLD,Tesla,SUV,Electric,143300.0
2023,7,3,VIC,BYD,SUV,Electric,112300.0
2023,2,1,VIC,Mazda,Ute,Petrol,40600.0
2021,5,2,QLD,Mitsubishi,SUV,Petrol,42300.0
2019,6,2,VIC,Ford,Sedan,Diesel,52200.0
2023,11,4,SA,BYD,SUV,Electric,95500.0
2022,7,3,NSW,Hyundai,SUV,Petrol,40600.0
2023,1,1,QLD,Mitsubishi,Ute,Hybrid,56400.0
2022,7,3,NSW,Nissan,SUV,Diesel,49100.0
2024,4,2,SA,Ford,Hatchback,Petrol,39300.0
2022,8,3,NSW,Toyota,Hatchback,Petrol,36800.0
2023,4,2,NSW,Kia,SUV,Petrol,37500.0
2024,6,2,VIC,Hyundai,Wagon,Petrol,38800.0
2022,9,3,VIC,Tesla,SUV,Electric,168700.0
2020,5,2,NSW,Nissan,SUV,Petrol,39100.0
2019,12,4,VIC,Ford,SUV,Petrol,54700.0
2023,4,2,VIC,Ford,SUV,Hybrid,75200.0
2023,8,3,NSW,Mitsubishi,Sedan,Petrol,40000.0
2023,9,3,NSW,Toyota,SUV,Electric,76800.0
2020,4,2,WA,Mazda,Hatchback,Petrol,28300.0
2020,3,1,QLD,Nissan,Ute,Petrol,35600.0
2019,8,3,QLD,Tesla,SUV,Electric,147600.0
2021,5,2,QLD,Toyota,Ute,Diesel,50900.0
2023,2,1,NSW,Mazda,Van,Hybrid,47600.0
2022,10,4,NSW,Tesla,SUV,Electric,154400.0
2022,9,3,NSW,BYD,SUV,Electric,106000.0
2024,3,1,WA,Isuzu,Sedan,Petrol,69200.0
2021,12,4,TAS,Mazda,Sedan,Diesel,36000.0
2022,2,1,VIC,Nissan,Sedan,Electric,55000.0
2024,1,1,NSW,Kia,SUV,Hybrid,50000.0
2022,8,3,NSW,Tesla,Ute,Electric,144200.0
2023,11,4,VIC,Mitsubishi,Ute,Petrol,45500.0
2024,3,1,VIC,Toyota,Sedan,Hybrid,57400.0
2024,7,3,NSW,Nissan,SUV,Hybrid,51300.0
2020,1,1,SA,Toyota,Sedan,Diesel,41200.0
2024,1,1,VIC,Mazda,SUV,Hybrid,53500.0
2022,12,4,SA,Isuzu,Sedan,Electric,93300.0
2021,9,3,QLD,Mitsubishi,Hatchback,Petrol,32900.0
2022,12,4,QLD,Isuzu,Sedan,Petrol,61800.0
2024,8,3,QLD,Kia,SUV,Diesel,43500.0
2022,12,4,QLD,Hyundai,Sedan,Petrol,31100.0
2021,3,1,QLD,Nissan,Hatchback,Petrol,29000.0
2023,6,2,QLD,Toyota,Ute,Diesel,47000.0
2020,11,4,VIC,Nissan,Sedan,Petrol,35200.0
2019,3,1,TAS,Mazda,SUV,Diesel,38500.0
2020,12,4,QLD,Isuzu,Sedan,Diesel,66900.0
2020,4,2,QLD,Toyota,Sedan,Petrol,36900.0
2020,1,1,WA,Kia,Wagon,Hybrid,36200.0
2020,5,2,NSW,Nissan,Ute,Petrol,36700.0
2023,1,1,NSW,Ford,Ute,Hybrid,74200.0
2020,1,1,VIC,BYD,Sedan,Electric,82900.0
2021,10,4,VIC,Isuzu,SUV,Diesel,77000.0
2024,11,4,WA,Tesla,Hatchback,Electric,115600.0
2022,11,4,VIC,Nissan,Sedan,Petrol,34500.0
2023,7,3,VIC,Ford,Wagon,Petrol,49000.0
2020,12,4,VIC,Toyota,Sedan,Petrol,40200.0
2020,6,2,NSW,Toyota,SUV,Diesel,51000.0
2019,2,1,QLD,Mazda,Ute,Diesel,40000.0
2020,11,4,WA,Toyota,SUV,Petrol,44500.0
2021,12,4,NSW,Kia,SUV,Diesel,41100.0
2020,2,1,VIC,Mazda,SUV,Petrol,41700.0
2019,11,4,VIC,Toyota,Ute,Petrol,41100.0
2020,7,3,NSW,Toyota,Sedan,Electric,62500.0
2022,1,1,NSW,Isuzu,SUV,Petrol,75100.0
2020,2,1,TAS,Mitsubishi,Sedan,Hybrid,40300.0
2021,12,4,VIC,Hyundai,Sedan,Diesel,36200.0
2022,8,3,NSW,Nissan,Hatchback,Electric,49900.0
2023,6,2,NSW,Toyota,Sedan,Petrol,44700.0
2019,2,1,QLD,Nissan,Ute,Petrol,33400.0
2024,7,3,QLD,Mitsubishi,SUV,Petrol,45400.0
2023,4,2,QLD,Toyota,Ute,Hybrid,53700.0
2019,2,1,NSW,Tesla,Ute,Electric,143000.0
2024,12,4,WA,BYD,Hatchback,Electric,80900.0
2024,6,2,VIC,Ford,SUV,Diesel,64600.0
2019,11,4,NSW,Nissan,Sedan,Petrol,34900.0
2021,9,3,VIC,Toyota,Ute,Diesel,47800.0
2024,11,4,VIC,Mazda,SUV,Petrol,48100.0
2023,9,3,WA,Toyota,Sedan,Petrol,40300.0
2020,8,3,SA,Mazda,Van,Petrol,36400.0
2020,3,1,NSW,Mazda,Sedan,Petrol,34900.0
2021,3,1,WA,Nissan,Wagon,Petrol,37800.0
2022,2,1,QLD,Toyota,SUV,Petrol,44400.0
2023,5,2,SA,Ford,Ute,Hybrid,62400.0
2021,12,4,NSW,Kia,Sedan,Diesel,34400.0
2022,4,2,VIC,Nissan,Sedan,Diesel,41700.0
2023,7,3,NSW,Nissan,Wagon,Hybrid,50600.0
2019,4,2,WA,BYD,SUV,Electric,92800.0
2021,9,3,NSW,Nissan,Hatchback,Petrol,31600.0
2023,12,4,VIC,BYD,Ute,Electric,102800.0
2024,12,4,VIC,Nissan,SUV,Petrol,41600.0
2022,2,1,VIC,Tesla,Hatchback,Electric,112300.0
2022,11,4,QLD,Toyota,Sedan,Hybrid,52200.0
2019,6,2,WA,Ford,Hatchback,Diesel,43200.0
2022,7,3,QLD,Mitsubishi,SUV,Diesel,46600.0
2022,4,2,WA,Hyundai,Hatchback,Diesel,30600.0
2020,6,2,NSW,Mazda,Ute,Diesel,42300.0
2021,7,3,VIC,Kia,SUV,Petrol,37100.0
2021,4,2,VIC,Nissan,Ute,Hybrid,46200.0
2019,8,3,NSW,Toyota,SUV,Petrol,46800.0
2021,9,3,VIC,BYD,Sedan,Electric,83100.0
2020,1,1,QLD,Tesla,SUV,Electric,139800.0
2021,7,3,VIC,Nissan,SUV,Hybrid,46800.0
2019,9,3,QLD,Nissan,SUV,Petrol,39000.0
2024,12,4,VIC,BYD,Sedan,Electric,89500.0
2023,10,4,NSW,Kia,Sedan,Petrol,34700.0
2023,5,2,NSW,Mazda,Sedan,Diesel,41000.0
2024,12,4,VIC,Kia,SUV,Petrol,39500.0
2022,2,1,NSW,BYD,Ute,Electric,98900.0
2019,10,4,NSW,Nissan,Ute,Diesel,42500.0
2022,6,2,VIC,BYD,SUV,Electric,110400.0
2023,12,4,VIC,Mazda,Hatchback,Petrol,31900.0
2023,12,4,VIC,Mitsubishi,Ute,Hybrid,53700.0
2022,7,3,QLD,Hyundai,Ute,Petrol,36300.0
2020,2,1,QLD,Toyota,SUV,Petrol,43100.0
2021,2,1,VIC,Mazda,SUV,Petrol,42900.0
2021,10,4,QLD,Toyota,Hatchback,Diesel,35700.0
2023,12,4,QLD,Isuzu,Hatchback,Diesel,61500.0
2023,10,4,QLD,Mazda,SUV,Diesel,46300.0
2021,1,1,VIC,Mazda,SUV,Electric,61700.0
2024,4,2,NSW,Nissan,Ute,Hybrid,52700.0
2023,7,3,QLD,Hyundai,Ute,Electric,55700.0
2020,9,3,VIC,Toyota,Hatchback,Petrol,33900.0
2019,3,1,SA,Mazda,SUV,Petrol,36600.0
2020,12,4,WA,Toyota,Sedan,Petrol,39700.0
2020,11,4,VIC,Toyota,SUV,Petrol,44600.0
2020,7,3,NSW,Toyota,SUV,Petrol,51400.0
2020,7,3,NSW,Mitsubishi,SUV,Petrol,46800.0
2021,7,3,VIC,Mazda,Hatchback,Petrol,29700.0
2020,2,1,VIC,Hyundai,Sedan,Diesel,36400.0
2024,6,2,NSW,Nissan,Hatchback,Electric,50300.0
2019,2,1,VIC,Ford,SUV,Hybrid,66100.0
2022,6,2,NSW,Nissan,SUV,Petrol,41300.0
2022,10,4,ACT,Kia,SUV,Petrol,41000.0
2024,3,1,NSW,Hyundai,SUV,Petrol,43100.0
2019,2,1,SA,BYD,Ute,Electric,87300.0
2022,12,4,SA,Toyota,SUV,Petrol,44600.0
2024,6,2,VIC,Toyota,SUV,Diesel,55200.0
2024,2,1,QLD,Mitsubishi,SUV,Diesel,50700.0
2024,5,2,VIC,Ford,SUV,Petrol,57200.0
2021,2,1,QLD,BYD,Ute,Electric,90800.0
2020,3,1,VIC,Nissan,Sedan,Diesel,38100.0
2023,3,1,NSW,Hyundai,Ute,Hybrid,49500.0
2024,6,2,VIC,Mitsubishi,Ute,Petrol,45600.0
2022,6,2,VIC,Kia,SUV,Petrol,36500.0
2023,10,4,VIC,Nissan,SUV,Electric,69400.0
2021,3,1,NSW,Isuzu,Ute,Petrol,75500.0
2023,3,1,VIC,Nissan,Ute,Petrol,40100.0
2020,12,4,NSW,Mazda,SUV,Petrol,39100.0
2021,1,1,NSW,BYD,SUV,Electric,107700.0
2022,7,3,NSW,Mazda,SUV,Petrol,45700.0
2022,8,3,NSW,Mazda,SUV,Petrol,41000.0
2020,2,1,NSW,Nissan,SUV,Diesel,45300.0
2019,4,2,WA,Toyota,SUV,Petrol,46300.0
2023,10,4,NSW,Nissan,Sedan,Petrol,36300.0
2021,7,3,QLD,Toyota,SUV,Petrol,47800.0
2023,8,3,NSW,Isuzu,SUV,Hybrid,95500.0
2020,1,1,WA,Mazda,Hatchback,Petrol,31100.0
2022,4,2,VIC,Hyundai,Sedan,Petrol,33300.0
2022,6,2,NSW,Mazda,Van,Diesel,42700.0
2019,3,1,VIC,Kia,SUV,Petrol,35800.0
2021,5,2,VIC,Hyundai,Ute,Petrol,37500.0
2020,10,4,VIC,Mitsubishi,SUV,Petrol,47800.0
2019,9,3,NSW,Toyota,Sedan,Diesel,43200.0
2024,11,4,TAS,Toyota,SUV,Electric,68300.0
2021,3,1,VIC,Toyota,SUV,Petrol,51800.0
2024,5,2,VIC,Ford,Van,Petrol,56000.0
2021,8,3,QLD,Isuzu,Sedan,Petrol,63400.0
2023,6,2,VIC,Nissan,Hatchback,Hybrid,36800.0
2023,4,2,WA,Mazda,SUV,Diesel,47000.0
2023,8,3,VIC,Kia,SUV,Hybrid,44900.0
2022,11,4,QLD,BYD,SUV,Electric,104900.0
2022,3,1,NSW,Mazda,Ute,Hybrid,53600.0
2021,3,1,WA,Ford,Sedan,Hybrid,57500.0
2024,4,2,QLD,Kia,Hatchback,Electric,41700.0
2024,9,3,NSW,Toyota,SUV,Hybrid,61200.0
2024,5,2,NSW,Toyota,Ute,Diesel,56000.0
2020,8,3,NSW,Toyota,SUV,Petrol,48300.0
2023,6,2,ACT,Mitsubishi,SUV,Diesel,57000.0
2024,3,1,NSW,Toyota,Sedan,Diesel,48000.0
2020,8,3,VIC,Mazda,Sedan,Diesel,37800.0
2019,12,4,NSW,Hyundai,SUV,Petrol,34700.0
2023,9,3,VIC,Toyota,SUV,Diesel,56700.0
2023,8,3,VIC,Mazda,SUV,Diesel,48000.0
2024,4,2,SA,Nissan,SUV,Diesel,47500.0
2020,11,4,VIC,Toyota,SUV,Petrol,48300.0
2024,6,2,WA,Mitsubishi,SUV,Petrol,48100.0
2020,1,1,VIC,Hyundai,SUV,Petrol,36100.0
2020,4,2,NSW,Tesla,Wagon,Electric,144400.0
2020,8,3,NSW,Mitsubishi,Van,Hybrid,47600.0
2024,1,1,VIC,Mazda,Sedan,Diesel,41000.0
2023,3,1,SA,Isuzu,Wagon,Petrol,68300.0
2022,1,1,WA,Ford,Ute,Petrol,55200.0
2021,9,3,NSW,Isuzu,SUV,Diesel,83400.0
2024,2,1,NSW,Ford,SUV,Petrol,58800.0
2022,9,3,NSW,Nissan,Hatchback,Electric,51600.0
2024,4,2,SA,BYD,Ute,Electric,93500.0
2022,2,1,WA,Nissan,Hatchback,Diesel,32800.0
2021,4,2,QLD,Kia,Hatchback,Petrol,25100.0
2022,12,4,VIC,Ford,Sedan,Diesel,51000.0
2021,11,4,VIC,BYD,SUV,Electric,109400.0
2023,11,4,VIC,Nissan,SUV,Petrol,43400.0
2022,10,4,NSW,Nissan,SUV,Hybrid,53000.0
2020,6,2,VIC,Hyundai,SUV,Petrol,39800.0
2024,11,4,NSW,BYD,Sedan,Electric,91600.0
2021,7,3,NSW,Mazda,SUV,Electric,61900.0
2022,3,1,WA,Kia,SUV,Diesel,41800.0
2024,3,1,QLD,Toyota,Sedan,Hybrid,51200.0
2023,12,4,VIC,Hyundai,SUV,Petrol,40000.0
2019,10,4,VIC,Nissan,Sedan,Petrol,30900.0
2024,12,4,VIC,Toyota,Sedan,Hybrid,53400.0
2023,8,3,QLD,Mitsubishi,Ute,Diesel,46400.0
2021,5,2,QLD,Mitsubishi,Van,Petrol,38700.0
2020,4,2,QLD,Toyota,SUV,Petrol,43300.0
2024,7,3,QLD,Hyundai,SUV,Petrol,38100.0
2023,7,3,NSW,Kia,Hatchback,Diesel,31800.0
2022,9,3,VIC,Mazda,Sedan,Petrol,35600.0
2024,9,3,VIC,BYD,Ute,Electric,111600.0
2024,5,2,VIC,Nissan,SUV,Petrol,46400.0
2020,12,4,QLD,Mazda,Hatchback,Petrol,29500.0
2021,8,3,VIC,Mazda,Hatchback,Petrol,33500.0
2020,10,4,NSW,Ford,Ute,Petrol,56700.0
2023,1,1,VIC,BYD,SUV,Electric,105600.0
2019,9,3,ACT,Mazda,Hatchback,Hybrid,38000.0
2023,8,3,NSW,Toyota,Ute,Petrol,52300.0
2023,6,2,QLD,Kia,Ute,Electric,55100.0
2024,3,1,VIC,Nissan,SUV,Petrol,42000.0
2021,3,1,NSW,Hyundai,Ute,Petrol,38000.0
2024,8,3,VIC,Ford,SUV,Petrol,57700.0
2019,5,2,QLD,Nissan,SUV,Diesel,39800.0
2024,10,4,VIC,Tesla,Sedan,Electric,134700.0
2020,11,4,WA,Tesla,SUV,Electric,143800.0
2022,7,3,NSW,Kia,Ute,Hybrid,41600.0
2024,5,2,NSW,Nissan,Sedan,Diesel,43800.0
2020,8,3,SA,Tesla,SUV,Electric,136400.0
2020,10,4,VIC,Nissan,Ute,Petrol,35600.0
2023,10,4,VIC,Tesla,Hatchback,Electric,113600.0
2023,4,2,QLD,Tesla,SUV,Electric,155000.0
2023,2,1,VIC,Mazda,Sedan,Electric,62000.0
2023,3,1,QLD,Hyundai,SUV,Electric,56200.0
2022,8,3,NSW,BYD,Sedan,Electric,85900.0
2021,11,4,NSW,Mazda,SUV,Petrol,42600.0
2021,7,3,NSW,Kia,SUV,Diesel,41900.0
2020,2,1,WA,Mazda,SUV,Petrol,39500.0
2024,6,2,NSW,Isuzu,Wagon,Petrol,69900.0
2023,9,3,QLD,Toyota,Sedan,Petrol,40500.0
2022,4,2,SA,Isuzu,Sedan,Diesel,64100.0
2022,9,3,VIC,Mitsubishi,SUV,Hybrid,60700.0
2024,2,1,VIC,Mazda,Sedan,Petrol,35800.0
2020,2,1,VIC,Kia,SUV,Diesel,38300.0
2023,9,3,VIC,Mazda,SUV,Electric,71300.0
2022,12,4,VIC,Hyundai,Sedan,Petrol,34800.0
2023,7,3,QLD,Hyundai,SUV,Petrol,36100.0
2019,7,3,TAS,Toyota,SUV,Diesel,48900.0
2024,1,1,SA,Nissan,Sedan,Petrol,35500.0
2024,11,4,WA,Toyota,Hatchback,Petrol,37200.0
2023,6,2,WA,Mitsubishi,SUV,Petrol,47400.0
2023,7,3,VIC,Hyundai,SUV,Petrol,39000.0
2024,11,4,QLD,Mitsubishi,SUV,Hybrid,54300.0
2023,6,2,WA,Hyundai,Wagon,Diesel,37700.0
2020,6,2,VIC,Tesla,Hatchback,Electric,113600.0
2023,2,1,ACT,Tesla,Sedan,Electric,150200.0
2023,6,2,VIC,Tesla,Hatchback,Electric,118200.0
2022,4,2,QLD,Toyota,Sedan,Petrol,39200.0
2023,9,3,QLD,Mitsubishi,Wagon,Diesel,44600.0
2024,12,4,SA,Mazda,SUV,Electric,66500.0
2024,1,1,NSW,Toyota,SUV,Petrol,54800.0
2022,8,3,QLD,Ford,Ute,Petrol,50700.0
2019,5,2,VIC,Ford,SUV,Hybrid,66000.0
2024,1,1,NSW,Ford,Sedan,Electric,79300.0
2024,4,2,QLD,Tesla,SUV,Electric,162000.0
2020,1,1,VIC,Hyundai,Sedan,Petrol,30200.0
2024,6,2,QLD,Hyundai,SUV,Petrol,37700.0
2024,2,1,VIC,Toyota,SUV,Petrol,51400.0
2022,5,2,VIC,Tesla,Hatchback,Electric,124200.0
2023,7,3,QLD,Kia,Hatchback,Petrol,27800.0
2022,2,1,VIC,Hyundai,Wagon,Diesel,40900.0
2019,6,2,NSW,Tesla,Ute,Electric,134300.0
2021,6,2,ACT,Kia,Ute,Petrol,36600.0
2024,5,2,VIC,Ford,Sedan,Petrol,50400.0
2019,5,2,QLD,Kia,SUV,Petrol,34000.0
2021,3,1,VIC,Mitsubishi,SUV,Hybrid,58500.0
2022,10,4,VIC,Mitsubishi,SUV,Petrol,49300.0
2022,10,4,VIC,Mazda,Hatchback,Petrol,32900.0
2024,11,4,VIC,Toyota,SUV,Electric,82100.0
2021,12,4,VIC,Toyota,Hatchback,Petrol,38400.0
2021,2,1,VIC,Mitsubishi,Sedan,Petrol,38300.0
2023,7,3,VIC,Nissan,Ute,Petrol,42500.0
2022,1,1,NSW,Ford,SUV,Petrol,62100.0
2020,6,2,VIC,Toyota,SUV,Petrol,47300.0
2022,6,2,NSW,BYD,Van,Electric,101400.0
2020,3,1,NSW,Isuzu,SUV,Petrol,72400.0
2020,2,1,SA,Nissan,SUV,Petrol,35400.0
2022,12,4,QLD,Mitsubishi,SUV,Petrol,45300.0
2022,2,1,QLD,Nissan,SUV,Petrol,38100.0
2024,9,3,VIC,Toyota,SUV,Diesel,56800.0
2021,11,4,SA,Toyota,Ute,Petrol,45100.0
2023,5,2,QLD,Toyota,Sedan,Petrol,38600.0
2023,7,3,QLD,Tesla,Sedan,Electric,121800.0
2019,12,4,VIC,Toyota,SUV,Hybrid,57200.0
2023,5,2,ACT,Kia,Ute,Diesel,41400.0
2020,7,3,WA,Ford,Ute,Petrol,50900.0
2024,4,2,WA,Hyundai,SUV,Hybrid,48900.0
2020,8,3,NSW,Nissan,SUV,Petrol,38300.0
2022,11,4,NSW,Toyota,SUV,Hybrid,57500.0
2019,10,4,NSW,Hyundai,Ute,Diesel,41000.0
2024,11,4,NSW,BYD,Ute,Electric,102400.0
2022,10,4,WA,Toyota,Hatchback,Diesel,39900.0
2023,7,3,NSW,Tesla,SUV,Electric,175700.0
2019,10,4,NSW,Isuzu,Sedan,Diesel,70100.0
2023,5,2,NSW,Nissan,SUV,Petrol,41200.0
2020,11,4,NSW,Nissan,SUV,Diesel,44800.0
2024,6,2,NSW,Hyundai,Sedan,Petrol,36600.0
2020,5,2,QLD,Mitsubishi,SUV,Petrol,43900.0
2020,7,3,VIC,Toyota,Ute,Hybrid,56800.0
2019,12,4,NSW,Mazda,Sedan,Petrol,34400.0
2022,2,1,VIC,Toyota,Hatchback,Electric,54800.0
2023,5,2,VIC,Hyundai,SUV,Petrol,39900.0
2019,10,4,NSW,Nissan,Hatchback,Petrol,30200.0
2023,3,1,QLD,Hyundai,Wagon,Petrol,34500.0
2022,9,3,QLD,Kia,Hatchback,Diesel,27800.0
2022,6,2,QLD,Ford,Ute,Petrol,48800.0
2022,10,4,QLD,Ford,Hatchback,Petrol,43400.0
2022,3,1,NSW,Nissan,Sedan,Petrol,34400.0
2022,7,3,SA,Mazda,SUV,Hybrid,47600.0
2020,4,2,WA,Mitsubishi,Ute,Petrol,43700.0
2020,3,1,SA,Ford,Ute,Diesel,52700.0
2024,8,3,NSW,Toyota,Wagon,Petrol,45000.0
2024,4,2,SA,Ford,Sedan,Petrol,47300.0
2021,11,4,WA,Isuzu,SUV,Petrol,74000.0
2021,1,1,WA,Toyota,Ute,Hybrid,55200.0
2023,6,2,NSW,Toyota,Wagon,Petrol,48800.0
2022,10,4,QLD,Toyota,SUV,Petrol,45800.0
2019,11,4,SA,BYD,SUV,Electric,93400.0
2020,11,4,QLD,Tesla,Sedan,Electric,114900.0
2023,1,1,VIC,Kia,SUV,Hybrid,46600.0
2023,5,2,SA,Ford,SUV,Petrol,56700.0
2019,7,3,VIC,Nissan,SUV,Diesel,41100.0
2020,6,2,VIC,BYD,Hatchback,Electric,75800.0
2020,2,1,VIC,Isuzu,SUV,Petrol,68700.0
2023,11,4,SA,Isuzu,Sedan,Diesel,63600.0
2019,4,2,NSW,Mitsubishi,Ute,Petrol,42500.0
2019,11,4,VIC,Ford,Van,Petrol,50100.0
2024,2,1,QLD,Nissan,Wagon,Hybrid,42700.0
2020,11,4,QLD,Nissan,Sedan,Diesel,37400.0
2023,1,1,VIC,Toyota,Van,Diesel,49200.0
2020,3,1,SA,Toyota,SUV,Hybrid,51000.0
2019,3,1,SA,Nissan,Ute,Petrol,33000.0
2020,12,4,NSW,Mazda,Ute,Petrol,37900.0
2023,7,3,VIC,Nissan,SUV,Diesel,44400.0
2024,1,1,NSW,Hyundai,Sedan,Diesel,40600.0
2024,9,3,VIC,Toyota,SUV,Petrol,51900.0
2022,11,4,VIC,Toyota,Hatchback,Diesel,40100.0
2023,6,2,SA,Toyota,SUV,Petrol,50300.0
2020,4,2,WA,Mazda,Sedan,Diesel,37300.0
2021,3,1,NSW,Ford,SUV,Diesel,60000.0
2024,3,1,NSW,Tesla,SUV,Electric,163200.0
2019,2,1,VIC,Nissan,Wagon,Petrol,33300.0
2019,2,1,VIC,Ford,Ute,Petrol,50700.0
2020,12,4,NSW,Kia,Van,Diesel,36000.0
2019,10,4,WA,Kia,SUV,Diesel,38500.0
2020,5,2,SA,Kia,SUV,Petrol,34500.0
2023,9,3,VIC,Kia,Sedan,Diesel,37500.0
2022,2,1,WA,Toyota,Sedan,Electric,66500.0
2024,2,1,VIC,Toyota,SUV,Petrol,49800.0
2024,12,4,QLD,Toyota,Ute,Petrol,44400.0
2021,6,2,VIC,Toyota,SUV,Petrol,48800.0
2021,10,4,NSW,Tesla,SUV,Electric,150700.0
2021,2,1,SA,Mazda,SUV,Petrol,37000.0
2023,12,4,VIC,Nissan,Sedan,Electric,56400.0
2021,4,2,QLD,Nissan,Ute,Diesel,39600.0
2023,6,2,VIC,Nissan,Sedan,Petrol,37600.0
2022,5,2,NSW,Nissan,Sedan,Diesel,38700.0
2022,1,1,NSW,Mazda,SUV,Diesel,51600.0
2022,6,2,VIC,Kia,Hatchback,Diesel,32200.0
2021,1,1,QLD,Toyota,Hatchback,Petrol,32300.0
2024,3,1,VIC,Isuzu,Ute,Diesel,82900.0
2023,10,4,QLD,Nissan,SUV,Petrol,41100.0
