year,country_of_birth,visa_subclass,visa_category,settlement_state,processing_days
2016,Vietnam,482 Temp Skill,Temporary,VIC,524
2017,Philippines,482 Temp Skill,Temporary,SA,624
2018,UK,820 Partner Temp,Family,NSW,372
2023,NZ,485 Temp Graduate,Temporary,VIC,137
2019,UK,500 Student,Student,QLD,676
2016,Philippines,189 Skilled Indep,Skilled,NSW,318
2017,USA,801 Partner Perm,Family,WA,261
2015,Pakistan,190 Skilled Nom,Skilled,WA,314
2015,NZ,491 Skilled Regional,Skilled,VIC,316
2019,India,482 Temp Skill,Temporary,VIC,107
2020,Nepal,189 Skilled Indep,Skilled,WA,257
2017,Nepal,485 Temp Graduate,Temporary,VIC,424
2018,NZ,485 Temp Graduate,Temporary,NSW,701
2016,Philippines,482 Temp Skill,Temporary,QLD,580
2021,Germany,801 Partner Perm,Family,SA,75
2018,India,143 Parent,Family,VIC,563
2016,USA,189 Skilled Indep,Skilled,WA,403
2019,USA,482 Temp Skill,Temporary,SA,674
2017,South Korea,500 Student,Student,VIC,709
2017,India,485 Temp Graduate,Temporary,VIC,444
2016,NZ,482 Temp Skill,Temporary,NSW,96
2022,Nepal,189 Skilled Indep,Skilled,QLD,65
2017,Nepal,500 Student,Student,NSW,326
2024,UK,500 Student,Student,QLD,697
2018,Malaysia,189 Skilled Indep,Skilled,VIC,343
2016,India,485 Temp Graduate,Temporary,NSW,39
2022,Indonesia,485 Temp Graduate,Temporary,NSW,607
2022,India,500 Student,Student,QLD,599
2023,Sri Lanka,485 Temp Graduate,Temporary,VIC,375
2016,Philippines,500 Student,Student,NSW,117
2022,Germany,190 Skilled Nom,Skilled,NSW,487
2023,India,500 Student,Student,NSW,669
2018,China,190 Skilled Nom,Skilled,VIC,70
2019,India,485 Temp Graduate,Temporary,VIC,628
2021,India,500 Student,Student,WA,176
2017,Vietnam,491 Skilled Regional,Skilled,VIC,475
2023,India,189 Skilled Indep,Skilled,VIC,201
2022,Germany,202 Global Special,Humanitarian,NSW,581
2023,South Korea,485 Temp Graduate,Temporary,WA,97
2019,India,482 Temp Skill,Temporary,VIC,588
2020,Nepal,482 Temp Skill,Temporary,VIC,185
2017,UK,143 Parent,Family,QLD,261
2018,Indonesia,485 Temp Graduate,Temporary,VIC,509
2022,South Korea,500 Student,Student,NSW,663
2024,Nepal,482 Temp Skill,Temporary,SA,398
2016,India,485 Temp Graduate,Temporary,VIC,108
2015,Philippines,189 Skilled Indep,Skilled,NSW,229
2015,Germany,500 Student,Student,VIC,330
2019,India,143 Parent,Family,NSW,503
2022,India,190 Skilled Nom,Skilled,NSW,208
2017,Nepal,200 Refugee,Humanitarian,VIC,474
2019,Sri Lanka,190 Skilled Nom,Skilled,SA,99
2020,South Korea,143 Parent,Family,NSW,329
2023,Malaysia,485 Temp Graduate,Temporary,SA,135
2016,China,820 Partner Temp,Family,NSW,617
2015,India,482 Temp Skill,Temporary,ACT,693
2020,India,801 Partner Perm,Family,SA,462
2018,India,500 Student,Student,TAS,624
2017,Germany,143 Parent,Family,NSW,464
2022,India,500 Student,Student,NSW,406
2022,Germany,482 Temp Skill,Temporary,QLD,400
2015,Philippines,491 Skilled Regional,Skilled,VIC,90
2020,Philippines,189 Skilled Indep,Skilled,VIC,507
2022,Sri Lanka,500 Student,Student,VIC,618
2023,Philippines,482 Temp Skill,Temporary,VIC,373
2015,Philippines,190 Skilled Nom,Skilled,QLD,320
2023,India,500 Student,Student,VIC,197
2015,Vietnam,189 Skilled Indep,Skilled,SA,570
2022,India,485 Temp Graduate,Temporary,VIC,620
2021,Philippines,190 Skilled Nom,Skilled,NSW,713
2024,India,143 Parent,Family,NSW,722
2021,Nepal,190 Skilled Nom,Skilled,VIC,685
2015,Germany,500 Student,Student,WA,638
2022,India,400 Temp Work,Temporary,NSW,239
2017,Vietnam,820 Partner Temp,Family,WA,531
2023,Germany,190 Skilled Nom,Skilled,VIC,539
2015,India,190 Skilled Nom,Skilled,NSW,561
2018,India,482 Temp Skill,Temporary,NSW,647
2022,India,202 Global Special,Humanitarian,VIC,519
2016,NZ,500 Student,Student,QLD,217
2021,Vietnam,190 Skilled Nom,Skilled,NSW,174
2022,Sri Lanka,482 Temp Skill,Temporary,QLD,81
2022,Bangladesh,143 Parent,Family,NSW,153
2023,China,485 Temp Graduate,Temporary,WA,665
2018,India,482 Temp Skill,Temporary,NSW,394
2016,Nepal,485 Temp Graduate,Temporary,VIC,257
2017,Germany,500 Student,Student,QLD,705
2018,China,482 Temp Skill,Temporary,WA,69
2015,UK,485 Temp Graduate,Temporary,WA,307
2022,China,482 Temp Skill,Temporary,NSW,34
2015,China,500 Student,Student,QLD,686
2015,India,400 Temp Work,Temporary,WA,456
2024,USA,491 Skilled Regional,Skilled,NSW,105
2023,India,485 Temp Graduate,Temporary,VIC,38
2017,UK,485 Temp Graduate,Temporary,VIC,606
2018,UK,500 Student,Student,NSW,386
2023,India,190 Skilled Nom,Skilled,QLD,665
2021,India,143 Parent,Family,QLD,422
2017,China,801 Partner Perm,Family,QLD,609
2019,Malaysia,482 Temp Skill,Temporary,VIC,551
2023,South Korea,189 Skilled Indep,Skilled,SA,269
2015,China,200 Refugee,Humanitarian,QLD,207
2024,Germany,190 Skilled Nom,Skilled,QLD,649
2021,NZ,500 Student,Student,VIC,526
2016,Vietnam,820 Partner Temp,Family,NSW,691
2023,India,485 Temp Graduate,Temporary,VIC,272
2015,India,202 Global Special,Humanitarian,NSW,321
2018,China,485 Temp Graduate,Temporary,NSW,32
2021,India,202 Global Special,Humanitarian,WA,482
2017,Indonesia,500 Student,Student,QLD,382
2023,Philippines,500 Student,Student,NSW,557
2022,Malaysia,482 Temp Skill,Temporary,VIC,80
2016,Nepal,189 Skilled Indep,Skilled,QLD,729
2016,Nepal,400 Temp Work,Temporary,NSW,517
2015,India,485 Temp Graduate,Temporary,VIC,135
2021,China,820 Partner Temp,Family,VIC,458
2016,UK,500 Student,Student,WA,174
2020,UK,500 Student,Student,VIC,237
2023,China,500 Student,Student,QLD,316
2023,India,200 Refugee,Humanitarian,TAS,164
2016,China,200 Refugee,Humanitarian,VIC,578
2018,Vietnam,482 Temp Skill,Temporary,NSW,561
2018,Sri Lanka,143 Parent,Family,NSW,496
2018,Vietnam,189 Skilled Indep,Skilled,QLD,47
2018,Sri Lanka,485 Temp Graduate,Temporary,NSW,386
2019,Nepal,143 Parent,Family,QLD,45
2022,India,202 Global Special,Humanitarian,QLD,452
2018,India,400 Temp Work,Temporary,WA,487
2018,Pakistan,491 Skilled Regional,Skilled,QLD,463
2018,China,482 Temp Skill,Temporary,VIC,637
2016,India,485 Temp Graduate,Temporary,VIC,470
2021,Sri Lanka,500 Student,Student,NSW,263
2018,Vietnam,500 Student,Student,QLD,668
2023,China,491 Skilled Regional,Skilled,NSW,418
2023,India,400 Temp Work,Temporary,NSW,527
2017,Nepal,801 Partner Perm,Family,VIC,366
2017,India,482 Temp Skill,Temporary,VIC,89
2022,Philippines,200 Refugee,Humanitarian,VIC,234
2020,Germany,485 Temp Graduate,Temporary,NSW,56
2015,Sri Lanka,482 Temp Skill,Temporary,SA,714
2021,China,500 Student,Student,QLD,664
2018,China,482 Temp Skill,Temporary,WA,715
2022,Sri Lanka,400 Temp Work,Temporary,ACT,630
2022,Malaysia,820 Partner Temp,Family,ACT,391
2024,Philippines,500 Student,Student,VIC,627
2022,China,190 Skilled Nom,Skilled,QLD,719
2023,Germany,189 Skilled Indep,Skilled,VIC,485
2017,Bangladesh,485 Temp Graduate,Temporary,VIC,62
2018,Vietnam,400 Temp Work,Temporary,VIC,389
2015,Vietnam,485 Temp Graduate,Temporary,NSW,68
2023,Philippines,500 Student,Student,VIC,295
2016,UK,143 Parent,Family,QLD,157
2020,China,801 Partner Perm,Family,NSW,407
2020,Philippines,189 Skilled Indep,Skilled,VIC,123
2023,UK,820 Partner Temp,Family,QLD,517
2018,UK,482 Temp Skill,Temporary,VIC,527
2016,Sri Lanka,500 Student,Student,QLD,141
2018,Pakistan,143 Parent,Family,QLD,39
2015,India,500 Student,Student,NSW,728
2018,Philippines,801 Partner Perm,Family,WA,187
2021,Vietnam,485 Temp Graduate,Temporary,QLD,519
2015,Philippines,190 Skilled Nom,Skilled,WA,536
2024,Nepal,482 Temp Skill,Temporary,VIC,286
2020,Philippines,482 Temp Skill,Temporary,VIC,201
2018,China,485 Temp Graduate,Temporary,NSW,725
2023,Germany,491 Skilled Regional,Skilled,WA,118
2016,Vietnam,801 Partner Perm,Family,NSW,330
2018,Indonesia,189 Skilled Indep,Skilled,SA,126
2024,Philippines,485 Temp Graduate,Temporary,NSW,35
2017,UK,485 Temp Graduate,Temporary,VIC,150
2022,Pakistan,500 Student,Student,WA,356
2015,Nepal,485 Temp Graduate,Temporary,QLD,323
2020,Nepal,400 Temp Work,Temporary,NSW,631
2021,Vietnam,500 Student,Student,SA,90
2017,UK,820 Partner Temp,Family,VIC,585
2018,South Korea,500 Student,Student,WA,395
2020,India,500 Student,Student,NSW,223
2021,Sri Lanka,500 Student,Student,QLD,537
2016,India,500 Student,Student,VIC,303
2018,Sri Lanka,190 Skilled Nom,Skilled,NSW,655
2024,Sri Lanka,482 Temp Skill,Temporary,VIC,464
2018,Philippines,500 Student,Student,SA,136
2022,India,820 Partner Temp,Family,VIC,348
2017,Malaysia,482 Temp Skill,Temporary,VIC,394
2019,India,500 Student,Student,VIC,472
2020,Pakistan,820 Partner Temp,Family,ACT,370
2021,India,491 Skilled Regional,Skilled,NSW,82
2022,Sri Lanka,801 Partner Perm,Family,NSW,701
2022,China,485 Temp Graduate,Temporary,QLD,665
2022,Germany,485 Temp Graduate,Temporary,VIC,601
2023,India,400 Temp Work,Temporary,QLD,70
2023,USA,485 Temp Graduate,Temporary,SA,709
2018,UK,200 Refugee,Humanitarian,NSW,389
2023,India,485 Temp Graduate,Temporary,SA,364
2020,India,485 Temp Graduate,Temporary,VIC,42
2017,India,485 Temp Graduate,Temporary,QLD,273
2016,Bangladesh,485 Temp Graduate,Temporary,QLD,554
2022,Vietnam,801 Partner Perm,Family,VIC,467
2021,NZ,485 Temp Graduate,Temporary,VIC,464
2015,Nepal,190 Skilled Nom,Skilled,VIC,562
2021,USA,820 Partner Temp,Family,QLD,387
2015,Pakistan,485 Temp Graduate,Temporary,QLD,324
2018,China,485 Temp Graduate,Temporary,WA,352
2021,India,200 Refugee,Humanitarian,NSW,224
2021,India,143 Parent,Family,NSW,340
2016,Vietnam,500 Student,Student,VIC,484
2015,China,485 Temp Graduate,Temporary,VIC,293
2021,India,500 Student,Student,ACT,421
2023,China,202 Global Special,Humanitarian,ACT,727
2022,Vietnam,189 Skilled Indep,Skilled,NSW,565
2018,Bangladesh,500 Student,Student,VIC,74
2021,USA,200 Refugee,Humanitarian,VIC,449
2022,Sri Lanka,485 Temp Graduate,Temporary,NSW,63
2023,Pakistan,500 Student,Student,VIC,155
2019,Germany,801 Partner Perm,Family,NSW,50
2023,Germany,400 Temp Work,Temporary,NSW,640
2018,China,500 Student,Student,NSW,172
2017,China,190 Skilled Nom,Skilled,TAS,104
2017,Bangladesh,200 Refugee,Humanitarian,VIC,92
2022,India,485 Temp Graduate,Temporary,WA,401
2023,Bangladesh,482 Temp Skill,Temporary,NSW,159
2019,India,820 Partner Temp,Family,SA,152
2022,Nepal,485 Temp Graduate,Temporary,ACT,75
2016,India,491 Skilled Regional,Skilled,VIC,235
2020,India,189 Skilled Indep,Skilled,VIC,63
2019,China,485 Temp Graduate,Temporary,VIC,710
2019,Philippines,485 Temp Graduate,Temporary,QLD,386
2016,India,189 Skilled Indep,Skilled,NSW,104
2021,NZ,485 Temp Graduate,Temporary,NSW,645
2022,Malaysia,485 Temp Graduate,Temporary,WA,193
2021,China,189 Skilled Indep,Skilled,VIC,697
2022,Bangladesh,485 Temp Graduate,Temporary,VIC,249
2019,Germany,190 Skilled Nom,Skilled,QLD,302
2023,China,485 Temp Graduate,Temporary,VIC,721
2021,Pakistan,500 Student,Student,ACT,89
2023,China,500 Student,Student,VIC,215
2018,Sri Lanka,189 Skilled Indep,Skilled,QLD,184
2022,India,500 Student,Student,SA,159
2017,South Korea,190 Skilled Nom,Skilled,VIC,107
2015,India,482 Temp Skill,Temporary,ACT,107
2024,India,202 Global Special,Humanitarian,QLD,130
2018,Germany,200 Refugee,Humanitarian,VIC,411
2015,Malaysia,491 Skilled Regional,Skilled,NSW,142
2021,USA,500 Student,Student,NSW,710
2024,India,485 Temp Graduate,Temporary,WA,556
2022,Nepal,485 Temp Graduate,Temporary,WA,460
2024,Vietnam,485 Temp Graduate,Temporary,QLD,443
2024,Nepal,143 Parent,Family,SA,484
2019,Pakistan,190 Skilled Nom,Skilled,WA,378
2017,Malaysia,190 Skilled Nom,Skilled,NSW,672
2015,China,190 Skilled Nom,Skilled,VIC,502
2017,Sri Lanka,190 Skilled Nom,Skilled,SA,103
2021,India,485 Temp Graduate,Temporary,VIC,709
2023,Vietnam,485 Temp Graduate,Temporary,WA,626
2015,Indonesia,485 Temp Graduate,Temporary,WA,43
2023,China,143 Parent,Family,WA,415
2022,Sri Lanka,485 Temp Graduate,Temporary,VIC,240
2022,Philippines,485 Temp Graduate,Temporary,NSW,149
2016,India,482 Temp Skill,Temporary,WA,455
2015,India,485 Temp Graduate,Temporary,VIC,665
2022,India,190 Skilled Nom,Skilled,VIC,398
2021,Nepal,500 Student,Student,VIC,414
2018,Vietnam,801 Partner Perm,Family,SA,104
2018,India,482 Temp Skill,Temporary,QLD,675
2015,India,500 Student,Student,NSW,500
2024,Malaysia,143 Parent,Family,VIC,98
2023,Germany,485 Temp Graduate,Temporary,ACT,407
2024,UK,143 Parent,Family,VIC,48
2023,China,482 Temp Skill,Temporary,VIC,220
2019,Nepal,200 Refugee,Humanitarian,QLD,458
2023,Nepal,143 Parent,Family,WA,42
2017,India,482 Temp Skill,Temporary,NSW,456
2022,Vietnam,482 Temp Skill,Temporary,VIC,503
2017,China,485 Temp Graduate,Temporary,NSW,278
2018,India,485 Temp Graduate,Temporary,QLD,158
2023,India,485 Temp Graduate,Temporary,NSW,118
2019,Vietnam,500 Student,Student,NSW,147
2023,South Korea,143 Parent,Family,NSW,90
2021,Vietnam,500 Student,Student,VIC,352
2017,South Korea,500 Student,Student,NSW,617
2017,NZ,189 Skilled Indep,Skilled,NSW,103
2015,India,143 Parent,Family,NSW,127
2021,Nepal,801 Partner Perm,Family,SA,292
2023,UK,190 Skilled Nom,Skilled,NSW,336
2017,India,500 Student,Student,QLD,93
2019,China,400 Temp Work,Temporary,SA,64
2024,China,820 Partner Temp,Family,VIC,584
2018,Bangladesh,482 Temp Skill,Temporary,SA,643
2024,China,190 Skilled Nom,Skilled,VIC,476
2023,India,482 Temp Skill,Temporary,WA,601
2019,Nepal,143 Parent,Family,QLD,60
2021,South Korea,500 Student,Student,VIC,700
2015,India,500 Student,Student,QLD,345
2020,China,500 Student,Student,NSW,237
2022,Sri Lanka,190 Skilled Nom,Skilled,WA,67
2017,China,482 Temp Skill,Temporary,ACT,586
2015,China,485 Temp Graduate,Temporary,NSW,97
2015,Germany,189 Skilled Indep,Skilled,NSW,662
2016,China,189 Skilled Indep,Skilled,VIC,497
2017,Philippines,143 Parent,Family,QLD,283
2023,India,485 Temp Graduate,Temporary,NSW,127
2019,China,485 Temp Graduate,Temporary,VIC,590
2020,Philippines,500 Student,Student,VIC,369
2018,Sri Lanka,485 Temp Graduate,Temporary,NSW,477
2017,Malaysia,485 Temp Graduate,Temporary,WA,497
2020,India,820 Partner Temp,Family,WA,71
2022,Germany,820 Partner Temp,Family,VIC,326
2016,India,500 Student,Student,NSW,611
2019,Bangladesh,482 Temp Skill,Temporary,VIC,477
2021,Bangladesh,500 Student,Student,VIC,112
2024,Sri Lanka,400 Temp Work,Temporary,NSW,547
2017,Sri Lanka,485 Temp Graduate,Temporary,WA,412
2018,Nepal,820 Partner Temp,Family,TAS,57
2021,China,200 Refugee,Humanitarian,WA,274
2016,India,500 Student,Student,NSW,177
2021,Pakistan,485 Temp Graduate,Temporary,NSW,647
2024,South Korea,485 Temp Graduate,Temporary,VIC,63
2017,Philippines,820 Partner Temp,Family,WA,516
2019,India,500 Student,Student,NSW,594
2016,UK,485 Temp Graduate,Temporary,SA,268
2020,India,482 Temp Skill,Temporary,QLD,665
2024,USA,500 Student,Student,VIC,221
2020,China,491 Skilled Regional,Skilled,VIC,440
2017,UK,500 Student,Student,QLD,636
2018,Vietnam,500 Student,Student,QLD,699
2021,Malaysia,485 Temp Graduate,Temporary,VIC,677
2023,Vietnam,202 Global Special,Humanitarian,VIC,243
2019,Bangladesh,200 Refugee,Humanitarian,SA,378
2019,India,482 Temp Skill,Temporary,NSW,430
2023,Vietnam,400 Temp Work,Temporary,VIC,360
2016,Nepal,189 Skilled Indep,Skilled,VIC,462
2024,Philippines,482 Temp Skill,Temporary,QLD,496
2019,China,500 Student,Student,QLD,240
2018,India,485 Temp Graduate,Temporary,SA,225
2022,India,143 Parent,Family,NSW,569
2017,UK,400 Temp Work,Temporary,QLD,611
2016,India,485 Temp Graduate,Temporary,QLD,353
2017,Sri Lanka,801 Partner Perm,Family,WA,227
2022,India,485 Temp Graduate,Temporary,VIC,226
2016,Nepal,482 Temp Skill,Temporary,VIC,409
2019,Sri Lanka,500 Student,Student,VIC,61
2017,China,190 Skilled Nom,Skilled,WA,290
2020,Bangladesh,500 Student,Student,QLD,197
2016,Germany,190 Skilled Nom,Skilled,NSW,559
2022,China,482 Temp Skill,Temporary,NSW,274
2024,India,143 Parent,Family,VIC,539
2018,India,485 Temp Graduate,Temporary,NSW,615
2018,India,500 Student,Student,VIC,222
2021,China,482 Temp Skill,Temporary,NSW,538
2022,Germany,485 Temp Graduate,Temporary,QLD,721
2015,Indonesia,500 Student,Student,NSW,598
2022,China,485 Temp Graduate,Temporary,NSW,356
2023,UK,200 Refugee,Humanitarian,QLD,295
2022,UK,190 Skilled Nom,Skilled,QLD,565
2019,India,485 Temp Graduate,Temporary,ACT,87
2023,UK,485 Temp Graduate,Temporary,VIC,446
2020,Philippines,820 Partner Temp,Family,VIC,369
2016,India,801 Partner Perm,Family,NSW,401
2017,India,820 Partner Temp,Family,NSW,617
2021,Nepal,500 Student,Student,WA,453
2020,Germany,482 Temp Skill,Temporary,WA,275
2023,India,801 Partner Perm,Family,WA,308
2022,Philippines,491 Skilled Regional,Skilled,VIC,323
2017,India,202 Global Special,Humanitarian,NSW,548
2018,China,190 Skilled Nom,Skilled,NSW,496
2022,Bangladesh,485 Temp Graduate,Temporary,NSW,375
2019,Pakistan,485 Temp Graduate,Temporary,QLD,611
2017,China,189 Skilled Indep,Skilled,QLD,345
2024,India,200 Refugee,Humanitarian,NSW,502
2019,Bangladesh,820 Partner Temp,Family,VIC,391
2018,USA,482 Temp Skill,Temporary,NSW,566
2020,Philippines,500 Student,Student,QLD,390
2018,Vietnam,801 Partner Perm,Family,QLD,704
2017,Pakistan,200 Refugee,Humanitarian,NSW,515
2021,Nepal,485 Temp Graduate,Temporary,WA,642
2022,Philippines,190 Skilled Nom,Skilled,VIC,262
2018,India,491 Skilled Regional,Skilled,NSW,703
2016,India,189 Skilled Indep,Skilled,QLD,571
2019,China,500 Student,Student,NSW,228
2018,China,500 Student,Student,NSW,411
2019,Philippines,482 Temp Skill,Temporary,WA,113
2017,India,500 Student,Student,TAS,535
2022,Pakistan,500 Student,Student,VIC,629
2017,India,500 Student,Student,QLD,721
2015,China,485 Temp Graduate,Temporary,NSW,646
2022,Pakistan,485 Temp Graduate,Temporary,NSW,63
2022,Vietnam,400 Temp Work,Temporary,TAS,449
2017,Malaysia,189 Skilled Indep,Skilled,QLD,722
2016,China,500 Student,Student,WA,586
2021,Bangladesh,491 Skilled Regional,Skilled,VIC,549
2023,India,500 Student,Student,NSW,309
2017,China,485 Temp Graduate,Temporary,NSW,307
2020,Philippines,482 Temp Skill,Temporary,WA,606
2017,India,485 Temp Graduate,Temporary,QLD,522
2022,China,500 Student,Student,TAS,485
2019,India,482 Temp Skill,Temporary,NSW,712
2018,India,482 Temp Skill,Temporary,NSW,87
2021,Sri Lanka,485 Temp Graduate,Temporary,VIC,514
2020,China,482 Temp Skill,Temporary,QLD,423
2017,China,820 Partner Temp,Family,VIC,525
2018,China,190 Skilled Nom,Skilled,WA,610
2024,Indonesia,491 Skilled Regional,Skilled,VIC,635
2023,UK,190 Skilled Nom,Skilled,VIC,338
2020,Nepal,482 Temp Skill,Temporary,WA,131
2021,Vietnam,500 Student,Student,VIC,219
2016,China,190 Skilled Nom,Skilled,VIC,305
2018,China,801 Partner Perm,Family,VIC,119
2023,China,482 Temp Skill,Temporary,NSW,448
2016,South Korea,491 Skilled Regional,Skilled,NSW,139
2024,Malaysia,485 Temp Graduate,Temporary,VIC,182
2023,Germany,143 Parent,Family,SA,44
2022,Sri Lanka,190 Skilled Nom,Skilled,QLD,594
2018,Nepal,190 Skilled Nom,Skilled,NSW,484
2016,China,143 Parent,Family,VIC,125
2017,China,801 Partner Perm,Family,VIC,171
2022,Philippines,500 Student,Student,VIC,489
2019,India,485 Temp Graduate,Temporary,VIC,143
2023,China,500 Student,Student,VIC,339
2017,Pakistan,500 Student,Student,ACT,355
2023,China,485 Temp Graduate,Temporary,VIC,428
2023,USA,190 Skilled Nom,Skilled,NSW,270
2022,Philippines,485 Temp Graduate,Temporary,WA,313
2017,China,485 Temp Graduate,Temporary,NSW,69
2017,Sri Lanka,485 Temp Graduate,Temporary,VIC,527
2015,Nepal,190 Skilled Nom,Skilled,TAS,657
2015,South Korea,491 Skilled Regional,Skilled,QLD,282
2022,China,202 Global Special,Humanitarian,VIC,584
2019,UK,491 Skilled Regional,Skilled,VIC,563
2022,China,189 Skilled Indep,Skilled,VIC,203
2017,Vietnam,485 Temp Graduate,Temporary,ACT,504
2018,Nepal,482 Temp Skill,Temporary,QLD,200
2023,China,801 Partner Perm,Family,QLD,389
2024,China,482 Temp Skill,Temporary,NSW,67
2016,Pakistan,500 Student,Student,WA,563
2022,Philippines,820 Partner Temp,Family,NSW,519
2020,China,500 Student,Student,TAS,153
2015,Philippines,200 Refugee,Humanitarian,TAS,432
2021,Bangladesh,820 Partner Temp,Family,NSW,357
2017,India,485 Temp Graduate,Temporary,NSW,500
2018,Vietnam,482 Temp Skill,Temporary,VIC,359
2024,China,400 Temp Work,Temporary,NSW,267
2022,Sri Lanka,500 Student,Student,QLD,403
2015,Bangladesh,202 Global Special,Humanitarian,NSW,710
2022,Philippines,500 Student,Student,SA,401
2015,India,482 Temp Skill,Temporary,VIC,302
2023,Philippines,500 Student,Student,NSW,183
2021,Philippines,485 Temp Graduate,Temporary,NSW,74
2021,NZ,485 Temp Graduate,Temporary,NSW,52
2015,Sri Lanka,485 Temp Graduate,Temporary,SA,594
2015,China,482 Temp Skill,Temporary,NSW,155
2020,Philippines,190 Skilled Nom,Skilled,QLD,406
2018,China,200 Refugee,Humanitarian,NSW,375
2023,India,200 Refugee,Humanitarian,QLD,458
2017,Philippines,500 Student,Student,VIC,581
2018,Sri Lanka,500 Student,Student,WA,427
2016,China,485 Temp Graduate,Temporary,WA,82
2020,China,190 Skilled Nom,Skilled,QLD,50
2024,NZ,500 Student,Student,VIC,31
2017,India,189 Skilled Indep,Skilled,NSW,180
2022,China,491 Skilled Regional,Skilled,VIC,587
